date,image,đường trước nhà,số tầng,số phòng ngủ,chỗ để xe,diện tích,kích thước,hướng nhà,giá,địa chỉ

28/09/2020,/files/properties/2020/9/20/thumbnails/06964943-4303-ban-can-ho-chung-cu-quan-ba-dinh-chinh-chu.jpg,NULL,9 lầu,3 phòng ngủ,NULL, 126 m vuông, ---, _," 9,4 tỷ ","Phố Núi Trúc, Phường Giảng Võ, Quận Ba Đình, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,9 lầu,2 phòng ngủ,NULL, 70 m vuông, ---, _," 2,17 tỷ ","Đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,12 lầu,2 phòng ngủ,NULL, 60 m vuông, ---, _," 2,4 tỷ ","Đường Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,8 lầu,3 phòng ngủ,NULL, 118 m vuông, ---, _, 31 triệu / m,"Phố Ngụy Như Kon Tum, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,12 lầu,2 phòng ngủ,NULL, 84 m vuông, ---, _," 2,6 tỷ ","Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,12 lầu,2 phòng ngủ,NULL, 75 m vuông, ---, _," 1,79 tỷ ","Đường Tố Hữu, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,9 lầu,2 phòng ngủ,NULL, 69 m vuông, ---, _," 1,52 tỷ ","Đường 70, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,22 lầu,2 phòng ngủ,NULL, 60 m vuông, ---, _," 1,75 tỷ ","Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,12 lầu,2 phòng ngủ,NULL, 64 m vuông, ---, _," 1,9 tỷ ","Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,16 lầu,2 phòng ngủ,NULL, 70 m vuông, ---, _," 2,7 tỷ ","Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,15 lầu,2 phòng ngủ,NULL, 82 m vuông, ---, _," 2,75 tỷ ","Đường Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,10 lầu,2 phòng ngủ,NULL, 80 m vuông, ---, _," 3,14 tỷ ","Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,10 lầu,2 phòng ngủ,NULL, 76 m vuông, ---, _," 3,1 tỷ ","Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,6 lầu,2 phòng ngủ,NULL, 63 m vuông, ---, Đông Nam," 23,5 triệu / m","Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,10 lầu,3 phòng ngủ,NULL, 86 m vuông, ---, Tây," 1,75 tỷ ","Đường Thanh Bình, Phường Yết Kiêu, Quận Hà Đông, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,12 lầu,2 phòng ngủ,NULL, 66 m vuông, ---, _," 1,74 tỷ ","Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,6 lầu,3 phòng ngủ,NULL, 100 m vuông, ---, _, 22 triệu / m,"Đường Lê Văn Lương, Phường La Khê, Quận Hà Đông, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,12 lầu,3 phòng ngủ,NULL, 100 m vuông, ---, _," 2,7 tỷ ","Đường Xuân Thủy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,10 lầu,2 phòng ngủ,NULL, 73 m vuông, ---, _," 1,75 tỷ ","Đường Tam Trinh, Phường Yên Sở, Quận Hoàng Mai, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,18 lầu,3 phòng ngủ,NULL, 76 m vuông, ---, _," 1,3 tỷ ","Đường Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,6 lầu,2 phòng ngủ,NULL, 67 m vuông, ---, _," 1,4 tỷ ","Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,19 lầu,2 phòng ngủ,NULL, 67 m vuông, ---, _," 1,52 tỷ ","Đường Bùi Xương Trạch, Phường Định Công, Quận Hoàng Mai, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,12 lầu,2 phòng ngủ,NULL, 82 m vuông, ---, _," 2,1 tỷ ","Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,18 lầu,2 phòng ngủ,NULL, 79 m vuông, ---, _," 3,8 tỷ ","Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,5 lầu,2 phòng ngủ,NULL, 65 m vuông, ---, _," 1,79 tỷ ","Đường Đông Quan, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,8 lầu,2 phòng ngủ,NULL, 66 m vuông, ---, _," 1,4 tỷ ","Đường Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,8 lầu,2 phòng ngủ,NULL, 67 m vuông, ---, _," 1,86 tỷ ","Đường Lạc Long Quân, Phường Phú Thượng, Quận Tây Hồ, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,20 lầu,3 phòng ngủ,NULL, 87 m vuông, ---, _," 2,26 tỷ ","Đường 19 tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,10 lầu,3 phòng ngủ,NULL, 98 m vuông, ---, _," 1,78 tỷ ","Đường Nguyễn Khuyến, Phường Phúc La, Quận Hà Đông, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,9 lầu,2 phòng ngủ,NULL, 86 m vuông, ---, _," 1,8 tỷ ","Đường 19 tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,12 lầu,2 phòng ngủ,NULL, 94 m vuông, ---, _, 2 tỷ ,"Đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,9 lầu,2 phòng ngủ,NULL, 75 m vuông, ---, _," 3,1 tỷ ","Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,10 lầu,3 phòng ngủ,NULL, 80 m vuông, ---, _," 1,65 tỷ ","Đường Tố Hữu, Phường Dương Nội, Quận Hà Đông, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,15 lầu,3 phòng ngủ,NULL, 100 m vuông, ---, _," 3,7 tỷ ","Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,30 lầu,3 phòng ngủ,NULL, 94 m vuông, ---, _," 4,1 tỷ ","Đường Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,10 lầu,3 phòng ngủ,NULL, 102 m vuông, ---, _," 3,5 tỷ ","Đường Nguyễn Trãi, Phường Khương Trung, Quận Thanh Xuân, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,10 lầu,2 phòng ngủ,NULL, 92 m vuông, ---, _," 2,5 tỷ ","Đường Lê Văn Thiêm, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,15 lầu,3 phòng ngủ,NULL, 104 m vuông, ---, _," 2,85 tỷ ","Đường 19 tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội"

28/09/2020,/files/properties/2020/9/3/thumbnails/06857143-5117-ban-can-ho-chung-cu-quan-long-bien-chinh-chu.jpg,NULL,12 lầu,2 phòng ngủ,NULL, 89 m vuông, ---, _," 1,7 tỷ ","Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,10 lầu,2 phòng ngủ,NULL, 89 m vuông, ---, _," 1,73 tỷ ","Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,18 lầu,2 phòng ngủ,NULL, 65 m vuông, ---, _," 1,85 tỷ ","Đường Trần Hữu Dực, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,12 lầu,2 phòng ngủ,NULL, 73 m vuông, ---, _," 2,59 tỷ ","Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,18 lầu,2 phòng ngủ,NULL, 60 m vuông, ---, _," 1,99 tỷ ","Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,12 lầu,2 phòng ngủ,NULL, 90 m vuông, ---, _," 3,6 tỷ ","Đường Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,8 lầu,2 phòng ngủ,NULL, 80 m vuông, ---, _," 2,2 tỷ ","Phố Trần Thái Tông, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,2 lầu,2 phòng ngủ,NULL, 69 m vuông, ---, _," 1,65 tỷ ","Đường Xuân Phương, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,22 lầu,2 phòng ngủ,NULL, 75 m vuông, ---, _," 1,79 tỷ ","Đường Tố Hữu, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,12 lầu,2 phòng ngủ,NULL, 60 m vuông, ---, _," 2,2 tỷ ","Đường Trần Hữu Dực, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,10 lầu,2 phòng ngủ,NULL, 67 m vuông, ---, _," 2,45 tỷ ","Đường Hàm Nghi, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,10 lầu,2 phòng ngủ,NULL, 74 m vuông, ---, _," 1,62 tỷ ","Đường Phùng Khoang, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,8 lầu,2 phòng ngủ,NULL, 79 m vuông, ---, _," 2,3 tỷ ","Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,12 lầu,2 phòng ngủ,NULL, 70 m vuông, ---, _," 2,05 tỷ ","Đường Phạm Văn Đồng, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,9 lầu,3 phòng ngủ,NULL, 104 m vuông, ---, _," 3,2 tỷ ","Đường Nguyễn Văn Huyên, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,12 lầu,2 phòng ngủ,NULL, 84 m vuông, ---, _," 2,4 tỷ ","Đường Hồ Tùng Mậu, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,8 lầu,3 phòng ngủ,NULL, 101 m vuông, ---, _, 25 triệu / m,"Đường Hồ Tùng Mậu, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,10 lầu,3 phòng ngủ,NULL, 86 m vuông, ---, _, 2 tỷ ,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,10 lầu,2 phòng ngủ,NULL, 61 m vuông, ---, _," 1,68 tỷ ","Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,12 lầu,2 phòng ngủ,NULL, 76 m vuông, ---, _, 2 tỷ ,"Đường Trương Định, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,12 lầu,2 phòng ngủ,NULL, 82 m vuông, ---, _," 1,85 tỷ ","Phố Giáp Nhị, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,10 lầu,2 phòng ngủ,NULL, 75 m vuông, ---, _," 2,05 tỷ ","Đường Lĩnh Nam, Phường Mai Động, Quận Hoàng Mai, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,12 lầu,2 phòng ngủ,NULL, 70 m vuông, ---, _," 1,75 tỷ ","Đường Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,15 lầu,2 phòng ngủ,NULL, 75 m vuông, ---, _," 1,5 tỷ ","Đường Lê Văn Lương, Phường La Khê, Quận Hà Đông, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,9 lầu,2 phòng ngủ,NULL, 74 m vuông, ---, _," 1,9 tỷ ","Đường Ngô Thì Nhậm, Phường Dương Nội, Quận Hà Đông, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,4 lầu,2 phòng ngủ,NULL, 74 m vuông, ---, _," 2,15 tỷ ","Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,12 lầu,2 phòng ngủ,NULL, 79 m vuông, ---, _," 2,75 tỷ ","Đường Dương Văn Bé, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,12 lầu,2 phòng ngủ,NULL, 72 m vuông, ---, _," 2,45 tỷ ","Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,10 lầu,3 phòng ngủ,NULL, 96 m vuông, ---, _," 3,5 tỷ ","Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,12 lầu,2 phòng ngủ,NULL, 76 m vuông, ---, _, 3 tỷ ,"Đường Long Biên, Phường Ngọc Lâm, Quận Long Biên, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,12 lầu,2 phòng ngủ,NULL, 69 m vuông, ---, _," 2,75 tỷ ","Phố Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,10 lầu,2 phòng ngủ,NULL, 65 m vuông, ---, _," 2,15 tỷ ","Đường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,9 lầu,2 phòng ngủ,NULL, 75 m vuông, ---, _," 1,6 tỷ ","Đường Nguyễn Cao Luyện, Phường Đức Giang, Quận Long Biên, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,9 lầu,3 phòng ngủ,NULL, 60 m vuông, ---, _," 1,29 tỷ ","Đường Phúc Lợi, Phường Giang Biên, Quận Long Biên, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,8 lầu,2 phòng ngủ,NULL, 70 m vuông, ---, _," 32,5 triệu / m","Đường Nam Trung Yên, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,10 lầu,2 phòng ngủ,NULL, 77 m vuông, ---, _," 2,15 tỷ ","Phố Nguyễn Ngọc Vũ, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,5 lầu,3 phòng ngủ,NULL, 97 m vuông, ---, _," 3,75 tỷ ","Phố Phùng Chí Kiên, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,15 lầu,3 phòng ngủ,NULL, 101 m vuông, ---, _, 34 triệu / m,"Đường Nguyễn Chánh, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,8 lầu,2 phòng ngủ,NULL, 73 m vuông, ---, _," 1,72 tỷ ","Phố Trần Bình, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,12 lầu,3 phòng ngủ,NULL, 105 m vuông, ---, _," 2,87 tỷ ","Đường Phạm Hùng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,12 lầu,2 phòng ngủ,NULL, 68 m vuông, ---, _," 2,8 tỷ ","Phố Trung Kính, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,10 lầu,2 phòng ngủ,NULL, 91 m vuông, ---, _," 2,5 tỷ ","Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,10 lầu,2 phòng ngủ,NULL, 69 m vuông, ---, _, 31 triệu / m,"Phố Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội"

28/09/2020,/files/properties/default.jpg,NULL,8 lầu,2 phòng ngủ,NULL, 90 m vuông, ---, _, 2 tỷ ,"Phố Hạ Đình, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội"

28/09/2020,/files/properties/2020/7/28/thumbnails/06635858-0354-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,50m,12 lầu,1 phòng ngủ,chỗ để xe, 33 m vuông, 4x10m, Tây Nam, 990 triệu ,"Đường Quốc lộ 5B, Xã Dương Xá, Huyện Gia Lâm, Hà Nội"

28/09/2020,/files/properties/2019/4/5/thumbnails/20190405_015434_4223592_0.jpg,5m,6 lầu,NULL,NULL, 50 m vuông, 100x200m, Đông Nam, 700 triệu ,"Đường Ô Chợ Dừa, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội"

28/09/2020,/files/properties/2019/8/8/thumbnails/20190808_025100_4894484_0.jpg,5m,6 lầu,2 phòng ngủ,chỗ để xe, 50 m vuông, 200x300m, Đông, 700 triệu ,"Đường Cầu Giấy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"

28/09/2020,/files/properties/2019/6/13/thumbnails/20190613_102919_4585338_0.jpg,5m,6 lầu,2 phòng ngủ,chỗ để xe, 50 m vuông, ---, Đông," 1,15 tỷ ","Phố Vọng, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội"

28/09/2020,/files/properties/2019/12/20/thumbnails/05638228-5539-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,5m,5 lầu,2 phòng ngủ,chỗ để xe, 26 m vuông, 100x300m, Đông Nam, 500 triệu ,"Phố Chợ Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội"

28/09/2020,/files/properties/2020/9/25/thumbnails/06996418-4622-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,3m,1 lầu,2 phòng ngủ,chỗ để xe, 50 m vuông, ---, _," 2,2 tỷ ","Phố Thành Công, Phường Thành Công, Quận Ba Đình, Hà Nội"

28/09/2020,/files/properties/2020/9/22/thumbnails/06979059-3936-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,22 lầu,2 phòng ngủ,chỗ để xe, 70 m vuông, ---, _," 2,15 tỷ ","Đường Phạm Văn Đồng, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội"

28/09/2020,/files/properties/2020/9/18/thumbnails/0chinh-chu-ban-chung-cu-sai-dong-68m-2-ngu-no17-2-gia-1-35-ty-.jpg,NULL,2 lầu,2 phòng ngủ,NULL, 68 m vuông, ---, _," 1,35 tỷ ","Đường Sài Đồng, Phường Sài Đồng, Quận Long Biên, Hà Nội"

28/09/2020,/files/properties/2020/9/28/thumbnails/07017764-2646-ban-can-ho-chung-cu-quan-cau-giay.jpg,4m,6 lầu,10 phòng ngủ,NULL, 54 m vuông," 4,2x13m", Đông Nam," 8,2 tỷ ","Đường Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"

28/09/2020,/files/properties/2020/7/24/thumbnails/0ban-can-chung-cu-cao-cap-tecco-skyvila-tu-hiep-105m-full-noi-that-can-goc-gia-2-2-ty.jpg,4m,12 lầu,3 phòng ngủ,chỗ để xe, 105 m vuông," 10x10,5m", _," 2,2 tỷ ","Đường Ngọc Hồi, Xã Ngũ Hiệp, Huyện Thanh Trì, Hà Nội"

28/09/2020,/files/properties/2020/6/13/thumbnails/06342933-2703-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,10m,10 lầu,3 phòng ngủ,chỗ để xe, 77 m vuông, ---, Đông Bắc," 1,89 tỷ ","Đường Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội"

28/09/2020,/files/properties/2020/7/6/thumbnails/0chinh-chu-nho-ban-can-ho-kdt-ct3-nam-cuong-hoang-quoc-viet-cau-giay-2n-chi-2-ty-2.jpg,NULL,NULL,2 phòng ngủ,NULL, 72 m vuông, ---, _," 2,2 tỷ ","Đường Hoàng Quốc Việt, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội"

28/09/2020,/files/properties/2020/6/25/thumbnails/06421523-5131-ban-can-ho-chung-cu-quan-hoang-mai-chinh-chu.jpg,5m,1 lầu,3 phòng ngủ,NULL, 77 m vuông, ---, Bắc," 1,89 tỷ ","Đường Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội"

28/09/2020,/files/properties/2019/11/11/thumbnails/05435025-3551-ban-can-ho-chung-cu-quan-hai-ba-trung-gia-re.jpg,NULL,34 lầu,2 phòng ngủ,chỗ để xe, 95 m vuông, ---, Bắc," 3,1 tỷ ","Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội"

28/09/2020,/files/properties/2020/1/15/thumbnails/05719435-0409-ban-can-ho-chung-cu-quan-hai-ba-trung-chinh-chu.jpg,NULL,34 lầu,3 phòng ngủ,chỗ để xe, 120 m vuông, ---, _, 4 tỷ ,"Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội"

28/09/2020,/files/properties/2020/9/23/thumbnails/06987597-5719-ban-can-ho-chung-cu-ha-noi.jpg,NULL,19 lầu,1 phòng ngủ,chỗ để xe, 55 m vuông, ---, _," 1,9 tỷ ","Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội"

28/09/2020,/files/properties/2020/9/23/thumbnails/06987481-2601-cho-thue-can-ho-chung-cu-quan-hai-ba-trung-chinh-chu.jpg,NULL,15 lầu,1 phòng ngủ,chỗ để xe, 55 m vuông, ---, _," 1,9 tỷ ","Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội"

28/09/2020,/files/properties/2019/12/24/thumbnails/05653647-3546-ban-can-ho-chung-cu-quan-hai-ba-trung-gia-re.jpg,NULL,12 lầu,3 phòng ngủ,chỗ để xe, 120 m vuông, ---, _, 3 tỷ ,"Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội"

28/09/2020,/files/properties/2020/2/23/thumbnails/05817437-5823-ban-can-ho-chung-cu-quan-hai-ba-trung.jpg,NULL,28 lầu,1 phòng ngủ,chỗ để xe, 53 m vuông, ---, _," 1,8 tỷ ","Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội"

28/09/2020,/files/properties/2019/11/8/thumbnails/05416719-3050-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,20 lầu,3 phòng ngủ,chỗ để xe, 120 m vuông, ---, _," 4,75 tỷ ","Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội"

28/09/2020,/files/properties/2020/3/26/thumbnails/05987487-3858-ban-can-ho-chung-cu-ha-noi.jpg,8m,15 lầu,2 phòng ngủ,chỗ để xe, 90 m vuông, ---, _," 1,78 tỷ ","Đường Khuất Duy Tiến, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"

28/09/2020,/files/properties/2020/8/12/thumbnails/06729019-2023-ban-nha-mat-tien-ha-noi-gia-re.jpg,30m,15 lầu,3 phòng ngủ,NULL, 152 m vuông, ---, Đông Bắc, 27 triệu / m,"Đường Hoàng Đạo Thúy, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"

28/09/2020,/files/properties/default.jpg,40m,23 lầu,3 phòng ngủ,NULL, 112 m vuông, ---, _," 4,14 tỷ ","Đường Khuất Duy Tiến, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"

28/09/2020,/files/properties/2019/3/27/thumbnails/20190327_043917_4176388_0.jpg,20m,12 lầu,3 phòng ngủ,NULL, 128 m vuông, ---, _, 36 triệu / m,"Đường Hoàng Đạo Thúy, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"

28/09/2020,/files/properties/default.jpg,30m,8 lầu,2 phòng ngủ,NULL, 70 m vuông, ---, _," 2,5 tỷ ","Phố Nguyễn Huy Tưởng, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"

28/09/2020,/files/properties/2020/9/8/thumbnails/06888042-2538-ban-can-ho-chung-cu-quan-cau-giay.jpg,40m,16 lầu,3 phòng ngủ,NULL, 159 m vuông, ---, Đông Nam, 5 tỷ ,"Đường Hoàng Đạo Thúy, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"

28/09/2020,/files/properties/2020/9/4/thumbnails/06862651-4326-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,15m,7 lầu,3 phòng ngủ,NULL, 122 m vuông, ---, Đông Nam," 3,17 tỷ ","Đường Tú Mỡ, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"

28/09/2020,/files/properties/2019/10/22/thumbnails/05320874-1339-ban-can-ho-chung-cu-quan-nam-tu-liem-chinh-chu.jpg,40m,8 lầu,3 phòng ngủ,NULL, 117 m vuông, ---, _, 35 triệu / m,"Đường Khuất Duy Tiến, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"

